Company,Brief Description,Protein Category,Company Focus,Technology Focus,Product Type,Animal-Type Analog,Ingredient Type,Operating Regions,Country/Region,State,City,Website,Year Founded,Founders,Logo
Ergo Bioscience Inc,Argentina-based biotech startup that uses carrot cell culture to produce casein and myoglobin for use in plant-based meat and dairy. ,Cultivated,Ingredients and inputs,Bioprocess design,Ingredients,,Casein,Latin America,Argentina,,,https://ergofoods.com/,2007, Alejandro Barbarini,Ergo Bioscience.jpeg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/V3u4UJ3G7Dvr-Rd495QiNg/2b9RIMFGKxrQoM8BG66I3oJDfJW3w9jngLXg9tESPGERn7WgjhHRFhTAbla3YYGqy-xjbXPFsi33L7y24wSLkl9g_oTOfTlB6AttnUVp27I/PU8z0_S8J6j2D8XM0Uc61MYBdIAyClJRveFMTmI91So)
Greenwise,"We work with green technologies that allow for the production of plant-based products with a high fiber structure, which gives our meat alternatives the chewiness and bite of real meat.",Plant-based,"Meat,Ingredients and inputs,Contract manufacturing/processing","End product formulation and manufacturing,Ingredient optimization","Ground meat,Other meat","Pork,Beef/veal,Chicken","Soy,Wheat",Europe,Russia,,Moscow,greenwise.ru,2020,Georgy Zhelezny,Greenwise logo2.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/xCZZPg-6oeKZadrullGv_w/TbdxOo8SYlPS4cF88cu4MGoVzCRGH0Ce-_g1nKeVPRDJkHZNwguigh0ywGCW_btd47e8Ziv2aV292xAIqTNtYbefX3Zg6dZJtwFdFnErXkg/SCL1lT5pkYvTGbh0RTdzNQhRIA6JzgtjOF-OLFjK3ik)
Partner-M,"Partner-M is a leading Russian manufacturer of food and feed ingredients. Since 2005, the company has specialized in the deep processing of plant raw materials and the production of textured plant proteins, as well as starch-containing products, dietary fibers, dairy and animal proteins and auxiliary ingredients.",Plant-based,Ingredients and inputs,Ingredient optimization,,,"Soy,Wheat,Pea",Europe,Russia,,Moscow,https://partnermk.ru/,2005,,Partner M logo.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/d9yopkwa2pC_YI4P3bd1Fg/Tzqr_54CtiJx_3MEnopk4H7CguVtGf05B2KiduX7nYxSXnc5nWNub_fdGAOwQhMeexbWfnn2oKO67lDAnrcyIeh5lbUe0S2CBKv2fiWS3aM/9A0lruNCcLjKghf92u7Jx_o3XL6WDhucQuPDDncx3qU)
"Sincarne, Inc.",US-based company focused on creating mycoprotein products for both wholesale and retail markets.,Biomass fermentation,"Meat,Eggs,Dairy,Ingredients and inputs,Bioprocessing infrastructure and equipment,Food processing infrastructure and equipment","End product formulation and manufacturing,Host strain development","Ground meat,Whole muscle meat,Milk,Other meat,Cheese,Other dairy,Pet food,Eggs,Ingredients",,Fungi,,United States,California,Sunnyvale,https://sincarne.com/,2021,Brian Sefton,logo3s_800mark.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/JzuNWKMx-u4MbOxzzyfNyw/qGJp8zgo5LucCq9GwkLJF4na0sZCmnGuFJuyXuzbNrp_wCSPauFMhXhgOGB4my4aiatGISLYZnKMZvA8r6xGhe0TS8IFKM_zAAem0FeCKe0/SyaKxnLwzzkTgkNNeZ_PPXEuF0bIYqAUGlaQ5lJJ8oY)
Moolec Science,UK science-based food ingredient company producing real animal proteins in plants through Molecular Farming technology.,"Plant-based,Plant molecular farming","Meat,Dairy,Ingredients and inputs",Crop development,Other,"Beef/veal,Pork","Soy,Pea",Europe,United Kingdom,,Warwick,www.moolecscience.com,2020,"Gastón Paladini, Martín Salinas and Henk Hoogenkamp",Moolec® black slogan down.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/vivBf2s72PHvRcQNYfTHIw/WSxpz_7Nn4-5B41TxTjw38AOuuPbi2lXtg7FOF4ezW1K3u0PDdp6H1JfIKWBnd87lv6vO7P5FHSB-1ucWD9_mFudjbcEAamuIkMNplyGtbf2clq2yry6BHmqZBNJHf62/MY5P7ianbQkih7wTxw8WWvJdy16L7ptm0KmDib45xD0)
Accellta,"Israel-based company offering solutions for mass production of stem cells, progenitors, and differentiated cells for drug discovery, regenerative medicine and research, including patents and products involving human and livestock stem cell culturing",Cultivated,"Ingredients and inputs,Bioprocessing infrastructure and equipment","Cell line development,Cell culture media",,,,,Israel,,Technion City,https://www.accellta.com/,2012,"Itzchak Angel, Michal Amit",logo_accellta_80.jpeg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/EqBotUlyo6pd6luf3sen_A/f0f5PUvkuN3fhcx1LdsKmMD0_tg_rILdUgt0Kb5yDdxRdgdHrfgGUDLlSop7RVV7W3gKhrg6tRJuW-8aV5DeGnyao57XW_rZoUgyr-wN73A/BuCT9ON77X9asTepK4DhyaSV6Gecmf_7V6h4jt_PC3Q)
Devigere biosolutions Pvt Ltd,"Indian company producing functional, clean label plant protein concentrates from pulses. B2B , Non GMO and  Non soy.",Plant-based,Ingredients and inputs,Ingredient optimization,Ingredients,,Other,Asia Pacific,India ,,Bangalore,https://devigerebiosolutions.in/,2020,Smitha Devigere  and Abhishek D.P,devigere_logo_final.pdf (https://v5.airtableusercontent.com/v1/14/14/1674252000000/UX59HhpGFilPo7XxCOLMWw/-ftL_5vMv_1z-B31q58QGkL4BokUCOU80dcgcn1wK65HisemqPmz9ONc0Ij0-S2T1ykdEnZWoMd5yU4wZ8YpDQV6iFMpgOIVFnXNOKtCt2M/WaJFWmeSwdYeZZeevTmc2wpFooQjgSFVGity0J2Pp1w)
Eat Well Group,North american based company that is one of the largest processors of plant based ingredients in Canada along with unique Food Technology in the plant based space.,Plant-based,Ingredients and inputs,"End product formulation and manufacturing,Ingredient optimization",,,"Pea,Lentils",U.S. and Canada,Canada,,Vancouver,www.eatwellgroup.com,2012,"MarK Coles, Marc Aneed",
GK Foods - Your personal Food Innovation team,"On-Demand Food Innovation team with expertise in Food Design & Manufacturing. We help entrepreneurs discover & implement novel ideas iteratively. Formulating the perfect plant-based ingredients, we are able to help entrepreneurs with variety of food applications. ",Plant-based,"Ingredients and inputs,Meat,Eggs,Dairy,Contract manufacturing/processing",End product formulation and manufacturing,"Ground meat,Other meat,Milk,Cheese,Eggs,Other",,,U.S. and Canada,United States,Illinois,Chicago,www.gkfoods.co,2020,Giovanni Santi,Logo3 copy 2.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/DRP8VogV5K2czXyMzLG-Bw/xyxQ3vCaODirUSWYvWQ5r-2ZuEUF4MLju9uQUTcAAjE0TasXllAO7wGSLEos1Njx2svQuDX2Bj6SPUSv2jEqdAeQR7_46My7c04yuLPCP-k/XZax8DeLUSjNoKv6RTEm2gLUdUN7VcR5pzngzuLzeec)
GreenFood50 B.V.,EU-based company that produces innovative quinoa ingredients from locally cultivated quinoa seeds.,Plant-based,Ingredients and inputs,Ingredient optimization,,,Quinoa,Europe,Netherlands,,Wageningen,https://greenfood50.com,2014,Marc Arts,Logo_50mm.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/ac28_zjBQTNOjYoSNVBKnQ/uiUypDBtGn7c0FgJKKOPbzUnxlMvkGo0Q3T8idGMGAOF-2945xpp4LF-y-RtWjUuMfD_TJ4aUjd8rOPZuDpM_9lIahi-2JPJSNE5yWPRnsE/Tgp54duEGlmi5v_-R7bESSHnocxYoykk7yr-C0zDVV8)
Asanté - Exponential Foods Inc,Plant based meat company producing food with Mexican flavor,Plant-based,"Meat,Contract manufacturing/processing,Ingredients and inputs,Seafood",End product formulation and manufacturing,"Whole muscle meat,Ground meat,Other meat","Beef/veal,Pork,Fish","Pea,Mushrooms","U.S. and Canada,Latin America",United States,Florida,Miami,https://www.asantefoods.com/,2019,Ivan Jimenez and Gaby Rivera,Asante.jpeg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/ZPZrL9WwerCQWTDRmHzOTw/jEdhcnuzy_jOgYlHWXXUfPb1NomJzk6z9mk3KtWGKXBviVjUZSWb68cr0PCoXnsSjzdUa1ffBebiL2HXth2nJI8xODajuTZW70dMOqGPUyQ/SX0xc9K08S-xZ28M9L6QYpuyuV_2GffIpWT4SlPxvk8)
Plant Squad,"Mexican company producing healthy plant-based meat, pattys and chicken products with mexican taste. Dairy and egg plant-based products will be available soon.",Plant-based,"Meat,Contract manufacturing/processing,Seafood",End product formulation and manufacturing,"Cheese,Ground meat,Other meat,Eggs","Beef/veal,Pork,Chicken,Fish,Tuna",,Latin America,Mexico,,Mexico City,www.plantsquad.com.mx,2018,"Eloy Fernández, Andoni Fernández",PSQ_Símbolo_OFFWHITE.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/uWHnPJPDtcljzHye975-MQ/VtZh4hxgj0f3QcWPAYWAuN2o_UzIUY1hd2P24vpFMOeZ36Ui1UKzag8JWYOBRFtQKj7I_43PCdSbCxTffNgY87O4GszCCU6ljqqe0FGVp2I/PT64AjjoFRMNLNXcqg8etuptTX1NH9lo-BFFtaWA-U0)
Neoproteins ,"We develop ingredients sourced in vegetable, fungi and algae proteins, to replace animal proteins in foods. We leverage our research on Artificial Intelligence, which allows us to deepen and accelerate our novel alternative protein search. We will sell functional protein isolates that will allow our customers to replicate their current products in a healthier and more sustainable way.",Plant-based,Ingredients and inputs,Ingredient optimization,,,,Latin America,Argentina,,,https://neoproteins.com/,2021,Gonzalo Gomez,neoproteins.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/Gx6-JYe2RLMnKJKepWB0kg/nGJqbrRCKojaDGdpz85rg_aozVrRItqbC4O_TgoiVYZY3na4aKK69GTmlFtxRKnYi_JhQ1OAMwlOdbJKMweC-XewqpseIFRVtN_-6KBBHPo/kRTp73gNcYk3Qwn1PFXRIboJdtAYAie1O8_utpr1Zqk)
Power to Protein (Avecom),Power-to-Protein is about closing this artificial nitrogen cycle by direct N upcycling as microbial protein.,Biomass fermentation,Ingredients and inputs,Ingredient optimization,,,,,Netherlands,,,https://www.powertoprotein.eu/,2015,,power to protein.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/8stClo4WLEa97XlBnDxI2w/tXkbY2q9lz6RQYhOJmc4cN5vl6FDaMQClAKuAPl4vKZtAegcqoiyqDoXVyRtBLIFdfW0SApas4dHEj1lLPIwWPSu4_6aae6DGU4r6eZIyhw/ThDWSRjy8WFyqALeBMT15Nf6SZhQGf8pbYneQyN8F7o)
Michroma,Fungal biofactories to produce the next generation of ingredients,Plant-based,Ingredients and inputs,Ingredient optimization,,,"Fungi,Mushrooms",U.S. and Canada,United States,California,San Francisco,michroma.co,2019,Ricky Cassini and Mauricio Braia,CMYK_Degrade_2.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/p2G9X50oO534KWIWkgUkww/8W48BecN8WkwMBTaoO5y1UqpcBqy3oJ0U4aJLgCoVRtwoo2VtxZMMUhEa4YR1ubpjOfjEWRm51R1a7wcrsXNMDKxoc55h1iox83TbfobeAk/uLQRTn2sESp7081hdx0HptMlt3SHudNoOBWiHtEICTU)
Knowde,"US-based ingredients marketplace, where manufacturers can search, compare, sample, quote, and purchase products.",Plant-based,Ingredients and inputs,,,,,U.S. and Canada,United States,California,San Jose,https://www.knowde.com/,2017,,
Duplaco B.V.,"Dutch Duplaco reinvented farming to grow clean and rich microalgae, packed with protein, fibers, vitamins, minerals and antioxidants.","Fermentation-derived,Biomass fermentation",Ingredients and inputs,Ingredient optimization,,,Algae,Europe,Netherlands,,Oldenzaal,www.duplaco.com,2012,Marcel Oogink,Duplaco logo.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/sWIteQfNVxE6R8cdcqiDTQ/KKa2TiJLSglWdrqrKNRWm-ZG4hN4634_BUhj9JgTLfN56SVvw5pAk_FF7MBIshpbho9V4EmbukV7z3i-pBRARNawVLVWa1MN4tSrCRY6FP0/divYUz1krwkz4zeFhdgQVwJXtvp11oaZZc8f_gEJe14)
AAK,"With AAKs AkoPlanet™ plant-based oil ingredients, we can help you make tastier, healthier plant-based foods made with love for people, plants, and the planet.",Plant-based,Ingredients and inputs,Ingredient optimization,,,"Canola,Coconut,Palm,Sunflower,Flaxseed,Soy","U.S. and Canada,Europe,Latin America,Africa/Middle East,Asia Pacific,Australia/New Zealand",Sweden,,Malmö,aak.com/akoplanet,2005,,AAK_LOGO_BLUE_RGB (10).png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/x1ahJiXVqIsJrENrsMqbCA/egQfe7z-cYuZirtjhmYzQO2ztsJrMZ0WwaIcr1B9zFTTSvW3LJHMZcfjKVKvo5s6pOoc6mTxz5Ulb4duHcWHnOjpE9W5yEeg-b0LwXmpgqk/QJy11uL1WmrvdbGO7aAc9nlChDR-ElRV5OoqotRZxsw)
KRONES AG,"The Krones Group plans, develops and manufactures machines and complete lines for the fields of process, filling and packaging technology. Customers are primarily from the beverage and liquid food industry. The company has experience in liquid & spoonable dairy alternatives. Furthermore, Krones has extensive expertise in fermentation through its brewery subsidiary Steinecker. 


","Plant-based,Fermentation-derived","Food processing infrastructure and equipment,Bioprocessing infrastructure and equipment",End product formulation and manufacturing,,,,,Germany,,Neutraubling,https://www.krones.com/,1951,Hermann Kronseder,Krones_Logo.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/ip0vHSApRme0jU3Z6Pn19A/8NylEeKPtuU8bkN7GuqxLNHIrEqNBA4he3C0_TqT94OgDgNIlqL6iSXHt0MLkJn9FjOyMDmz51ujKMmccJNk-Bf56Z-5RBMzrCEcWiQxSHs/tmOsd-VKJxHDVnTTTaYm4cCprF84GgPrGaI3jk53Ivw)
enGenes Biotech GmbH,Austrian-based company with proprietary technology for cost-effective recombinant protein production using Escherichia coli or other bacteria.,Fermentation-derived,"Contract manufacturing/processing,Bioprocessing infrastructure and equipment,Ingredients and inputs,Meat,Eggs,Dairy","Cell line development,Host strain development,Bioprocess design","Milk,Cheese,Other dairy,Ingredients,Other meat,Eggs,Pet food,Other",Other,,,Austria,,Vienna,engenes.cc,2014,"Dr. Juergen Mairhofer, Prof. Gerald Striedner",engenes_Logo_final_RGB.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/g4mb0Yvg4G5-k_QT3IKeuw/a0YD4QU7ajuyY56jyUw2NZl-Uj32wcw9BAOAnQ1NniPb4BE4rOyVTHCAeyWzl6QhM04iNHTkx39AZRHUg1Tt1caDAkVaY2JGwvr2sXTlK4pvr3xuzMJ5h8kE9ZKuOOxC/nFBtTOt6xQsDdRmqVmkJtFl_sBN7vVy-w5ESJAxQxsQ)
Enantis,"Czech Republic-based company producing recombinant growth factors (e.g. FGF2) with an improved half-life for cultivated meat, fat or milk applications. ",Cultivated,"Meat,Dairy,Eggs,Ingredients and inputs","Cell culture media,Ingredient optimization","Ingredients,Other",,,,Czech Republic,,Brno,www.enantis.com,2006,"Professors Jiri Damborsky and Zbynek Prokop from Loschmidt Labs, Masaryk University",Enantis_logo_noBackground.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/WIXO4zpfXud3tJswMtU2KA/mwIAuBmdekLBRapxAwbSp5kRdbiW7Us_HRu9I2dfd_evVsqoAaTk4i3wS5iuvHoxfEddAJvicyIGww3JNSgVQOBog7QtoDcapAMX5kbusP-xe-XH6tV5Y4EVCGf9PkTj/k0JbV62B9UmZInJBjOtNiih-4HrAbnCbgjmGZkGyTPY)
Pow.bio ,US-based company that provides intelligent fermentation services to help companies optimize and scale their fermentation processes.,Fermentation-derived,Bioprocessing infrastructure and equipment,Bioprocess design,,,,,United States,CA,Berkeley,https://www.pow.bio/,2019,,
Sydsel Africa,"Kenyan-registered company dealing in plant-based proteins, fermentation-based proteins, fermented fats for plant-based proteins, and cultivated Tilapia fish and Nile Perch. ",Plant-based,"Ingredients and inputs,Contract manufacturing/processing,Other","End product formulation and manufacturing,Crop development,Ingredient optimization",Ingredients,,"Soy,Wheat,Mushrooms,Yeast,Butter Bean,Barley,Cashew,Chickpea,Jackfruit,Coconut,Hazelnut,Macadamia,Pea,Peanut,Potato,Rice,Pumpkin,Beans,Banana,Millet,Water,Blend",Africa/Middle East,Kenya,,Nairobi,www.sydselafrica.com,2015,"Dr. Violet Akoth Okech, Samuel Oluoch Helu, Winnie Shakira Adhiambo",Logo-Sydsel-Africa.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/pwUKUMRRSfoSAoJhE0LhrQ/s47OkcEUHjqffZfS0zu5tjyrmWz6cEntyyMP67AEM7T75zH6a4dR8vlHcZIjnJcd9h-n21Fce0LM0mlnS_onYxhfwsINpor0XklD4bjfDVs/2laUOBqYCH4gAA_PiGT0JmZcHuomkElz8lRWMMKy14I)
Royal Spirulina,US based company who specializes in alternative protein from an algae based sources called spirulina. Our vision is to provide alternative healthy protein to the market. ,Plant-based,"Ingredients and inputs,Meat,Dairy,Eggs,Food processing infrastructure and equipment,Contract manufacturing/processing",End product formulation and manufacturing,"Ingredients,Other",,Algae,U.S. and Canada,United States,New Jersey,Sayrveille,RoyalSpirulina.com,2018,Paul Pluta,Genarro-group-main.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/5G6PaKJDQkPg-_grY7Dvug/QdnKJOrOyTDExcz2UDLPbMLIPUFR4ey-2Jqto_jJl-e54neEcr7Sd8A7Qo2_W9hDLV1EgXsz_E650ybvH1oCfJJMocaywpKab955G3WpZGg/hes29jy-Wt-BHphWuf53U7Sd0A5LhCalW7T3Ta8JPN4)
Micro Meat,Mexico-based company developing technologies that enable the scaling of cultivated meat production ,Cultivated,Bioprocessing infrastructure and equipment,"Bioprocess design,Scaffolding and structure",,,,Latin America,Mexico,,Monterrey,www.micromeat.com,2021,,MicroMeat_PrimaryLogo.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/koTPJt5zfJ3EHqibo5h0bw/QW8vFRj_Ki7gDd1PDrmqMi_aEiIQwFIWoql9wDbyvNU0a8ttuuam7O4mz-gLkHM_TPbnms1CVjSaM3RFY9VnFeRSbutJ_BF49Ii6Htm9n-ef7qdCAhi-vpZjPhkJo3V8/0t5GO4ROCE67Wf4RHUk6hozOoyAWstYHC99lFkayqkA)
NovoNutrients,Bay area company producing food and feed grade protein from upcycled CO2.,Biomass fermentation,"Ingredients and inputs,Bioprocessing infrastructure and equipment","Ingredient optimization,Target molecule selection,Bioprocess design",,,,,United States,California,Sunnyvale,www.novonutrients.com,2007,"Brian Sefton, Russell Howard",NN Logo 2 TM (1).png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/tX7b4suonXTmKAJoz2NEMg/HRaccWRA48FhzmEM0p14efnCzrqojviU8Vyd1Wa-n7Eu0PHBI6APk-D6ME8OCGeJbrWFlDLgS71IcBe3qXWf0pd4j7uJRK2NOTcynrSFuxY/LbLgThoK53CzOesDo4fxrkZ_lVmC5s2poblCRiqyvhg)
Cascadia Seaweed Corp.,"Largest North American ocean seaweed cultivator and marketer of sustainable, climate-friendly, agrifeed and consumer food products. ",Plant-based,Ingredients and inputs,Crop development,"Ground meat,Other","Beef/veal,Shellfish,Pork",Algae,U.S. and Canada,Canada,,Sidney,https://www.cascadiaseaweed.com/,2019,"Bill Collins, Mike Williamson",CSC - Logo (1).png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/WPQn5D3ZFceyPRdehbaoqw/FK9I4Y0seEvHinXLtTW_E3r24r978_eUGw-8QJk7OT4aueA9QG8DSggYC7Ff6krHjJSPyU9tLum3hwZ9s3riR6BO_pkaEn8MnAzqayiJbzk/hIsNBSZId5ItMgIkEh0qyAAFd93kL5PRDxGkIgPP6-k)
BioBrew,"BioBrew, division of ZX Ventures, is a technology platform for precision fermentation at large, commercial scale. Biobrew applies centuries of large-scale fermentation and downstream processing expertise to purpose-built capability for the biotechnology of food and sustainable bio-products, the next evolution of brewing.",Precision fermentation,"Bioprocessing infrastructure and equipment,Contract manufacturing/processing","Bioprocess design,Host strain development,Target molecule selection",,,,"U.S. and Canada,Europe",United States,New York ,New York ,https://biobrew.com/,2019,Patrick O'Riordan,biobrew.jpeg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/Z9qtgzNVBSTOwRnzw4Djmw/p3IwPy44PaHJNNSDJubUsuvtirxHE03iGBSJWhHGf4rytwanuUfqe43oQRm7g7enF-l8BmTaY0oyffk7IwKJRN8JfxuI-3f3Jzfz9PVY_0M/zqxLEhlPltm5ImzgEq6uHslhBfr3WS2kdWxQTtnF6g8)
"Forte Protein, Inc.","New York-based company producing plant-based proteins (lactoferrin, casein, albumen, collagen, and myosin) modeling the complex protein and enzymes present in animal meat",Plant molecular farming,Ingredients and inputs,"Crop development,Target molecule selection,Ingredient optimization",,,Casein,U.S. and Canada,United States,New York,Trumansberg,https://www.linkedin.com/company/forteprotein/about/,2020,"Tracy Kirkman, Kathleen Hefferon, Deborah McConchie",ForteLogo.jpeg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/wEPz5IkN_kz_VNFKJltmig/7x4bEPx3nGZ-RIcGthNJ5o6Fr6oyRIRBs3a0C4LGdonsflQSTLEMraQaB15SY5OlDyqvp4g0aOXJiQ-vHDb3rLRpHP4xNRJ2xxBEW26OP2U/gsHyTiZ85qGK4X8SHV4LvO9Iuoh8X9DvEiq9vr3FuRY)
Norwegian Mycelium (NoMy),Norwegian company producing foods and materials from mycelium (the root-like filaments of fungi),Biomass fermentation,"Ingredients and inputs,Meat","End product formulation and manufacturing,Bioprocess design",Other meat,,Mushrooms,Europe,Norway,,Oslo,https://www.nomy.no,2020,"Ingrid Dynna, David Andrew Quist",NoMyLogo.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/HBTd3Tt_rlGPNLVjWfVjTw/EgZt8jyp1bA_8dESADVVG6NKu8oT84M8HxAvUj58khFUS2I9z5cYU0ZD5OGDD8Xsg8oKhfDGmL8ifbJo5MB62IgwuVDIVbV_i76As3DZ3kE/ujofLCQnQbH7wZ1XH0ElXJ0TVrA5OcE9Bt8NVF6Vwxg)
Terra Bio,Canada-based producing plant-based protein from spent grains (unused parts of the grain from beer manufacturing),Plant-based,Ingredients and inputs,Ingredient optimization,,,Grains,,Canada,,Toronto,https://terrabiofood.com/,2017,"Steve George, Ricardo Martinez",TerraBioLogo.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/RPWLycLx0n6kCOEataEZUw/crmxHGZZrrXGmLUh75y2DTeisgvtRfEWGn-bL1pxf17pyBk9UzRNugF1v6hZ9SWg6c7jVJID19DD-RV7F6NiHFdx9T0Si1VlPlSSsaLJyCY/5JcaPXanXsjs3d71zoE5mTctsZMlitqKoD3-pGivTGI)
MyoWorks,India-based company producing edible scaffolding for the cultivated meat industry.,Cultivated,"Meat,Ingredients and inputs",Scaffolding and structure,,,,Asia Pacific,India ,,Mumbai,https://www.myoworks.in,2020,"Nihal Singh, Shubhankar Takle",myoworkslogo.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/EHdsg0_mYBIBs9N8hn7Xvw/zAu_KSCmmrNEdl5c0uWtdKO5ArcbcZPS5d0-kipAnJdyqQClUMW4cJ79kfdSvwmnQtzmQA-2HQ3SjYmCljCBjc6L1miAVOERFI98gRatzRY/zw_6HdOKfPQ64RB7LzMRQxa73wZQAExVjQIyI7sXFvo)
Kyomei Proteins,U.K.-based company producing proteins using plants and photosynthesis as a production system to naturally produce meat proteins,Plant-based,"Ingredients and inputs,Meat",Crop development,,,,Europe,United Kingdom,,London,https://kyomei.co.uk,2021,"Meir Wachs, Kyoko Morimoto ",kyomeiproteinslogo.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/Ilj3vMFqfb_dooPFZ-dQKg/VZRuBdFx8y7bEPM3_1XHAESz6M2dXvc01SbAAQfgz06BUXCc-YZWsU_rdeDzRi01YF375xF3-iT14_IQKbEu4MIkPHDpED7Pbw2ekpT-vn4/NFf73S4HELeOP-478wrjfd-pZyEVsc5CTRUxFQT35CA)
Defined Bioscience,"San Diego-based company that produces ingredients for cell culture with a mission to make cultured cells easy to grow and produce, using animal-free and defined ingredients.",Cultivated,"Bioprocessing infrastructure and equipment,Ingredients and inputs,Meat,Seafood","Cell culture media,Cell line development",,,,U.S. and Canada,United States,California,San Diego,definedbioscience.com,2020,,Defined bioscience_Logo.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/TgjHCixE1kMuQNkyUjUHcg/g9X1tVyWiSKGCVQHuTVzJopODA-Oo-D1-lY1sGHfTWDOSPAlau08NJVFG_sdRgO3X7LOawEi2ycvqYAPuP8PdJBq8H9hnPeAvE0TPKSFkNmEyVnZNkEC0gElcRFR9rfr/RoJWOoYTCgHawWkvmtfGe3t9re4EVxnOS3HkJndJNB8)
